Ay,Ax,B,ux,uy,phi,t
1,-3,3,-0.000909256542949444,0.0404454574686463,0,9.78000025497749E-05
2,-3,-3,-0.00361337000519957,0.0805668018886488,0,0.000284000008832663
2,-3,-2,-0.00361337000519957,0.0805668018886488,0,0.000104400009149686
2,-3,-1,-0.00361337000519957,0.0805668018886488,0,9.99000039882958E-05
2,-3,0,-0.00361337000519957,0.0805668018886488,0,0.000121000004583038
2,-3,1,-0.00361337000519957,0.0805668018886488,0,0.00010080001084134
2,-3,2,-0.00361337000519957,0.0805668018886488,0,9.8700009402819E-05
2,-3,3,-0.00361337000519957,0.0805668018886488,0,9.73999995039776E-05
3,-3,-3,-0.00804330662212892,0.120055225369055,0,9.84999933280051E-05
3,-3,-2,-0.00804330662212892,0.120055225369055,0,9.77000017883256E-05
3,-3,-1,-0.00804330662212892,0.120055225369055,0,9.58000018727034E-05
3,-3,0,-0.00804330662212892,0.120055225369055,0,9.79000033112243E-05
3,-3,1,-0.00804330662212892,0.120055225369055,0,9.73999995039776E-05
3,-3,2,-0.00804330662212892,0.120055225369055,0,9.73999995039776E-05
3,-3,3,-0.00804330662212892,0.120055225369055,0,0.000109300002804957
4,-3,-3,-0.0140901338110262,0.158630731540375,0,9.89999971352518E-05
4,-3,-2,-0.0140901338110262,0.158630731540375,0,9.73999995039776E-05
4,-3,-1,-0.0140901338110262,0.158630731540375,0,9.79000033112243E-05
4,-3,0,-0.0140901338110262,0.158630731540375,0,9.72999987425283E-05
4,-3,1,-0.0140901338110262,0.158630731540375,0,9.65999934123829E-05
4,-3,2,-0.0140901338110262,0.158630731540375,0,9.79000033112243E-05
4,-3,3,-0.0140901338110262,0.158630731540375,0,9.64000064413995E-05
5,-3,-3,-0.0216131582722817,0.196052432475612,0,0.000187400000868365
5,-3,-2,-0.0216131582722817,0.196052432475612,0,0.00015999999595806
5,-3,-1,-0.0216131582722817,0.196052432475612,0,0.000108100008219481
5,-3,0,-0.0216131582722817,0.196052432475612,0,0.000106300009065308
5,-3,1,-0.0216131582722817,0.196052432475612,0,0.00010449999535922
5,-3,2,-0.0216131582722817,0.196052432475612,0,0.000117899995530024
5,-3,3,-0.0216131582722817,0.196052432475612,0,0.000105500002973713
6,-3,-3,-0.0304495159559137,0.232124870917994,0,0.00010439999459777
6,-3,-2,-0.0304495159559137,0.232124870917994,0,0.000105300001450814
6,-3,-1,-0.0304495159559137,0.232124870917994,0,0.000105999992229044
6,-3,0,-0.0304495159559137,0.232124870917994,0,0.00012300000526011
6,-3,1,-0.0304495159559137,0.232124870917994,0,0.000123199992231093
6,-3,2,-0.0304495159559137,0.232124870917994,0,0.000109200002043508
6,-3,3,-0.0304495159559137,0.232124870917994,0,0.000105599989183247
7,-3,-3,-0.0404239725987347,0.266700305806085,0,0.000106300009065308
7,-3,-2,-0.0404239725987347,0.266700305806085,0,0.000105200000689365
7,-3,-1,-0.0404239725987347,0.266700305806085,0,0.000102200006949715
7,-3,0,-0.0404239725987347,0.266700305806085,0,0.000102899997727945
7,-3,1,-0.0404239725987347,0.266700305806085,0,0.000101700003142469
7,-3,2,-0.0404239725987347,0.266700305806085,0,0.000102699996205047
7,-3,3,-0.0404239725987347,0.266700305806085,0,0.000104099992313422
8,-3,-3,-0.0513579027045786,0.299677477795761,0,0.000103800004580989
8,-3,-2,-0.0513579027045786,0.299677477795761,0,0.000102699996205047
8,-3,-1,-0.0513579027045786,0.299677477795761,0,0.000101199999335222
8,-3,0,-0.0513579027045786,0.299677477795761,0,9.98000032268465E-05
8,-3,1,-0.0513579027045786,0.299677477795761,0,0.00011110000195913
8,-3,2,-0.0513579027045786,0.299677477795761,0,9.88999963738024E-05
8,-3,3,-0.0513579027045786,0.299677477795761,0,0.000100100005511194
9,-3,-3,-0.0630767607860293,0.330997721538374,0,0.00010439999459777
9,-3,-2,-0.0630767607860293,0.330997721538374,0,0.000104000006103888
9,-3,-1,-0.0630767607860293,0.330997721538374,0,0.000102200006949715
9,-3,0,-0.0630767607860293,0.330997721538374,0,0.000103899990790524
9,-3,1,-0.0630767607860293,0.330997721538374,0,0.000102500009234063
9,-3,2,-0.0630767607860293,0.330997721538374,0,0.000100500008556992
9,-3,3,-0.0630767607860293,0.330997721538374,0,0.000103300000773743
10,-3,-3,-0.0754157272865636,0.360639400500907,0,0.000103200000012293
10,-3,-2,-0.0754157272865636,0.360639400500907,0,0.000100799996289425
10,-3,-1,-0.0754157272865636,0.360639400500907,0,0.000101199999335222
10,-3,0,-0.0754157272865636,0.360639400500907,0,9.86000086413696E-05
10,-3,1,-0.0754157272865636,0.360639400500907,0,0.000102999998489395
10,-3,2,-0.0754157272865636,0.360639400500907,0,9.54999995883554E-05
10,-3,3,-0.0754157272865636,0.360639400500907,0,8.88000067789108E-05
12,-3,-3,-0.101364567514384,0.414947521957311,0,9.33999981498346E-05
12,-3,-2,-0.101364567514384,0.414947521957311,0,9.15999989956617E-05
12,-3,-1,-0.101364567514384,0.414947521957311,0,0.000198900001123548
12,-3,0,-0.101364567514384,0.414947521957311,0,0.00014230000670068
12,-3,1,-0.101364567514384,0.414947521957311,0,0.000104699996882118
12,-3,2,-0.101364567514384,0.414947521957311,0,0.000100599994766526
12,-3,3,-0.101364567514384,0.414947521957311,0,0.000107400002889335
14,-3,-3,-0.128186798585373,0.46293021301499,0,0.000109600005089305
14,-3,-2,-0.128186798585373,0.46293021301499,0,0.000740099989343435
14,-3,-1,-0.128186798585373,0.46293021301499,0,0.000140199990710244
14,-3,0,-0.128186798585373,0.46293021301499,0,0.000116499999421649
14,-3,1,-0.128186798585373,0.46293021301499,0,0.000112100009573624
14,-3,2,-0.128186798585373,0.46293021301499,0,0.000108699998236261
14,-3,3,-0.128186798585373,0.46293021301499,0,0.00016069998673629
16,-3,-3,-0.155121912574022,0.505130314743252,0,0.000237600004766136
16,-3,-2,-0.155121912574022,0.505130314743252,0,0.000106899999082088
16,-3,-1,-0.155121912574022,0.505130314743252,0,0.000103400001535192
16,-3,0,-0.155121912574022,0.505130314743252,0,0.000104199993074872
16,-3,1,-0.155121912574022,0.505130314743252,0,0.000107900006696582
16,-3,2,-0.155121912574022,0.505130314743252,0,0.000105200000689365
16,-3,3,-0.155121912574022,0.505130314743252,0,0.000103099999250844
18,-3,-3,-0.181637075451823,0.542175901930905,0,0.000102300007711165
18,-3,-2,-0.181637075451823,0.542175901930905,0,0.000103200000012293
18,-3,-1,-0.181637075451823,0.542175901930905,0,0.000101599987829104
18,-3,0,-0.181637075451823,0.542175901930905,0,0.000102000005426817
18,-3,1,-0.181637075451823,0.542175901930905,0,0.0001021999923978
18,-3,2,-0.181637075451823,0.542175901930905,0,0.000103099999250844
18,-3,3,-0.181637075451823,0.542175901930905,0,9.30000096559525E-05
20,-3,-3,-0.207381220437954,0.574699248475219,0,9.13999974727631E-05
20,-3,-2,-0.207381220437954,0.574699248475219,0,9.19000012800098E-05
20,-3,-1,-0.207381220437954,0.574699248475219,0,8.94999975571409E-05
20,-3,0,-0.207381220437954,0.574699248475219,0,0.000101099998573773
20,-3,1,-0.207381220437954,0.574699248475219,0,9.04000044101849E-05
20,-3,2,-0.207381220437954,0.574699248475219,0,9.03000036487356E-05
20,-3,3,-0.207381220437954,0.574699248475219,0,9.03999898582697E-05
0,-2,-3,0,0,0,2.40000372286886E-06
0,-2,-2,0,0,0,1.29999534692615E-06
0,-2,-1,0,0,0,1.29999534692615E-06
0,-2,0,0,0,0,1.29999534692615E-06
0,-2,1,0,0,0,1.29999534692615E-06
0,-2,2,0,0,0,1.30000989884138E-06
0,-2,3,0,0,0,1.30000989884138E-06
0.5,-2,-3,-0.000227687646753327,0.0202431697738159,0,8.54999962029979E-05
0.5,-2,-2,-0.000227687646753327,0.0202431697738159,0,9.09000082174316E-05
0.5,-2,-1,-0.000227687646753327,0.0202431697738159,0,8.95999983185902E-05
0.5,-2,0,-0.000227687646753327,0.0202431697738159,0,9.03000036487356E-05
0.5,-2,1,-0.000227687646753327,0.0202431697738159,0,8.86999914655462E-05
0.5,-2,2,-0.000227687646753327,0.0202431697738159,0,9.00000013643876E-05
0.5,-2,3,-0.000227687646753327,0.0202431697738159,0,8.87000060174614E-05
1,-2,-3,-0.000909256542949444,0.0404454574686463,0,9.00999875739217E-05
1,-2,-2,-0.000909256542949444,0.0404454574686463,0,9.04000044101849E-05
1,-2,-1,-0.000909256542949444,0.0404454574686463,0,9.04000044101849E-05
1,-2,0,-0.000909256542949444,0.0404454574686463,0,9.03999898582697E-05
1,-2,1,-0.000909256542949444,0.0404454574686463,0,9.01000021258369E-05
1,-2,2,-0.000909256542949444,0.0404454574686463,0,8.99000006029382E-05
1,-2,3,-0.000909256542949444,0.0404454574686463,0,9.05999913811684E-05
2,-2,-3,-0.00361337000519957,0.0805668018886488,0,8.3399994764477E-05
2,-2,-2,-0.00361337000519957,0.0805668018886488,0,8.19999986561015E-05
2,-2,-1,-0.00361337000519957,0.0805668018886488,0,7.99000117694959E-05
2,-2,0,-0.00361337000519957,0.0805668018886488,0,9.25000058487058E-05
2,-2,1,-0.00361337000519957,0.0805668018886488,0,8.27000039862469E-05
2,-2,2,-0.00361337000519957,0.0805668018886488,0,8.09000048320741E-05
2,-2,3,-0.00361337000519957,0.0805668018886488,0,8.00999987404794E-05
3,-2,-3,-0.00804330662212892,0.120055225369055,0,7.9699995694682E-05
3,-2,-2,-0.00804330662212892,0.120055225369055,0,8.00000125309452E-05
3,-2,-1,-0.00804330662212892,0.120055225369055,0,8.00999987404794E-05
3,-2,0,-0.00804330662212892,0.120055225369055,0,7.89000041550025E-05
3,-2,1,-0.00804330662212892,0.120055225369055,0,8.01999995019287E-05
3,-2,2,-0.00804330662212892,0.120055225369055,0,8.01999995019287E-05
3,-2,3,-0.00804330662212892,0.120055225369055,0,7.94000079622492E-05
4,-2,-3,-0.0140901338110262,0.158630731540375,0,7.98999972175807E-05
4,-2,-2,-0.0140901338110262,0.158630731540375,0,7.9699995694682E-05
4,-2,-1,-0.0140901338110262,0.158630731540375,0,8.04000010248274E-05
4,-2,0,-0.0140901338110262,0.158630731540375,0,7.98000110080466E-05
4,-2,1,-0.0140901338110262,0.158630731540375,0,7.94999941717833E-05
4,-2,2,-0.0140901338110262,0.158630731540375,0,7.92000064393506E-05
4,-2,3,-0.0140901338110262,0.158630731540375,0,8.65000038174912E-05
5,-2,-3,-0.0216131582722817,0.196052432475612,0,9.85999940894544E-05
5,-2,-2,-0.0216131582722817,0.196052432475612,0,0.000101099998573773
5,-2,-1,-0.0216131582722817,0.196052432475612,0,9.26000066101551E-05
5,-2,0,-0.0216131582722817,0.196052432475612,0,8.81000014487654E-05
5,-2,1,-0.0216131582722817,0.196052432475612,0,8.74000106705353E-05
5,-2,2,-0.0216131582722817,0.196052432475612,0,9.03999898582697E-05
5,-2,3,-0.0216131582722817,0.196052432475612,0,0.000109500004327856
6,-2,-3,-0.0304495159559137,0.232124870917994,0,9.75000002654269E-05
6,-2,-2,-0.0304495159559137,0.232124870917994,0,9.57000011112541E-05
6,-2,-1,-0.0304495159559137,0.232124870917994,0,9.73999995039776E-05
6,-2,0,-0.0304495159559137,0.232124870917994,0,9.69999964581803E-05
6,-2,1,-0.0304495159559137,0.232124870917994,0,9.62999911280349E-05
6,-2,2,-0.0304495159559137,0.232124870917994,0,9.60000033956021E-05
6,-2,3,-0.0304495159559137,0.232124870917994,0,9.67000087257475E-05
7,-2,-3,-0.0404239725987347,0.266700305806085,0,9.64999926509336E-05
7,-2,-2,-0.0404239725987347,0.266700305806085,0,9.61000041570514E-05
7,-2,-1,-0.0404239725987347,0.266700305806085,0,9.58000018727034E-05
7,-2,0,-0.0404239725987347,0.266700305806085,0,9.56000003498048E-05
7,-2,1,-0.0404239725987347,0.266700305806085,0,9.65000072028488E-05
7,-2,2,-0.0404239725987347,0.266700305806085,0,9.56000003498048E-05
7,-2,3,-0.0404239725987347,0.266700305806085,0,9.58000018727034E-05
8,-2,-3,-0.0513579027045786,0.299677477795761,0,9.56000003498048E-05
8,-2,-2,-0.0513579027045786,0.299677477795761,0,9.25000058487058E-05
8,-2,-1,-0.0513579027045786,0.299677477795761,0,8.739999611862E-05
8,-2,0,-0.0513579027045786,0.299677477795761,0,8.55999969644472E-05
8,-2,1,-0.0513579027045786,0.299677477795761,0,0.000108300009742379
8,-2,2,-0.0513579027045786,0.299677477795761,0,9.61999903665856E-05
8,-2,3,-0.0513579027045786,0.299677477795761,0,8.68000061018392E-05
9,-2,-3,-0.0630767607860293,0.330997721538374,0,8.51000077091157E-05
9,-2,-2,-0.0630767607860293,0.330997721538374,0,8.18000116851181E-05
9,-2,-1,-0.0630767607860293,0.330997721538374,0,0.000157599992235191
9,-2,0,-0.0630767607860293,0.330997721538374,0,7.31999898562208E-05
9,-2,1,-0.0630767607860293,0.330997721538374,0,7.24999990779907E-05
9,-2,2,-0.0630767607860293,0.330997721538374,0,7.47000012779608E-05
9,-2,3,-0.0630767607860293,0.330997721538374,0,8.3699997048825E-05
10,-2,-3,-0.0754157272865636,0.360639400500907,0,8.32000077934936E-05
10,-2,-2,-0.0754157272865636,0.360639400500907,0,8.32999940030277E-05
10,-2,-1,-0.0754157272865636,0.360639400500907,0,8.27000039862469E-05
10,-2,0,-0.0754157272865636,0.360639400500907,0,8.37999978102744E-05
10,-2,1,-0.0754157272865636,0.360639400500907,0,8.35999962873757E-05
10,-2,2,-0.0754157272865636,0.360639400500907,0,8.34999955259264E-05
10,-2,3,-0.0754157272865636,0.360639400500907,0,8.43000016175211E-05
12,-2,-3,-0.101364567514384,0.414947521957311,0,8.91000090632588E-05
12,-2,-2,-0.101364567514384,0.414947521957311,0,9.97000024653971E-05
12,-2,-1,-0.101364567514384,0.414947521957311,0,0.0000992999994195998
12,-2,0,-0.101364567514384,0.414947521957311,0,0.000100599994766526
12,-2,1,-0.101364567514384,0.414947521957311,0,9.80000040726736E-05
12,-2,2,-0.101364567514384,0.414947521957311,0,9.84999933280051E-05
12,-2,3,-0.101364567514384,0.414947521957311,0,0.000109100001282059
14,-2,-3,-0.128186798585373,0.46293021301499,0,9.87999956123531E-05
14,-2,-2,-0.128186798585373,0.46293021301499,0,9.86000086413696E-05
14,-2,-1,-0.128186798585373,0.46293021301499,0,9.82999918051064E-05
14,-2,0,-0.128186798585373,0.46293021301499,0,9.86000086413696E-05
14,-2,1,-0.128186798585373,0.46293021301499,0,9.77000017883256E-05
14,-2,2,-0.128186798585373,0.46293021301499,0,9.85999940894544E-05
14,-2,3,-0.128186798585373,0.46293021301499,0,0.000101099998573773
16,-2,-3,-0.155121912574022,0.505130314743252,0,9.94000001810491E-05
16,-2,-2,-0.155121912574022,0.505130314743252,0,9.88000101642683E-05
16,-2,-1,-0.155121912574022,0.505130314743252,0,9.87999956123531E-05
16,-2,0,-0.155121912574022,0.505130314743252,0,9.90999978967011E-05
16,-2,1,-0.155121912574022,0.505130314743252,0,9.8400007118471E-05
16,-2,2,-0.155121912574022,0.505130314743252,0,0.000101899990113452
16,-2,3,-0.155121912574022,0.505130314743252,0,0.000106799998320639
18,-2,-3,-0.181637075451823,0.542175901930905,0,0.000105500002973713
18,-2,-2,-0.181637075451823,0.542175901930905,0,9.65000072028488E-05
18,-2,-1,-0.181637075451823,0.542175901930905,0,9.13999974727631E-05
18,-2,0,-0.181637075451823,0.542175901930905,0,9.15999989956617E-05
18,-2,1,-0.181637075451823,0.542175901930905,0,9.05000051716343E-05
18,-2,2,-0.181637075451823,0.542175901930905,0,0.000100299992482178
18,-2,3,-0.181637075451823,0.542175901930905,0,9.06000059330836E-05
20,-2,-3,-0.207381220437954,0.574699248475219,0,8.97999998414889E-05
20,-2,-2,-0.207381220437954,0.574699248475219,0,8.88000067789108E-05
20,-2,-1,-0.207381220437954,0.574699248475219,0,8.94999975571409E-05
20,-2,0,-0.207381220437954,0.574699248475219,0,8.82000022102147E-05
20,-2,1,-0.207381220437954,0.574699248475219,0,8.90999945113435E-05
20,-2,2,-0.207381220437954,0.574699248475219,0,8.99000006029382E-05
20,-2,3,-0.207381220437954,0.574699248475219,0,9.08000074559823E-05
0,-1,-3,0,0,0,2.60000524576753E-06
0,-1,-2,0,0,0,1.49999686982483E-06
0,-1,-1,0,0,0,1.50001142174006E-06
0,-1,0,0,0,0,1.39999610837549E-06
0,-1,1,0,0,0,1.50001142174006E-06
0,-1,2,0,0,0,1.49999686982483E-06
0,-1,3,0,0,0,1.49999686982483E-06
0.5,-1,-3,-0.000227687646753327,0.0202431697738159,0,9.20000020414591E-05
0.5,-1,-2,-0.000227687646753327,0.0202431697738159,0,9.18000005185604E-05
0.5,-1,-1,-0.000227687646753327,0.0202431697738159,0,9.16999997571111E-05
0.5,-1,0,-0.000227687646753327,0.0202431697738159,0,9.11999959498644E-05
0.5,-1,1,-0.000227687646753327,0.0202431697738159,0,9.12999967113137E-05
0.5,-1,2,-0.000227687646753327,0.0202431697738159,0,8.95999983185902E-05
0.5,-1,3,-0.000227687646753327,0.0202431697738159,0,9.00000013643876E-05
1,-1,-3,-0.000909256542949444,0.0404454574686463,0,9.04000044101849E-05
1,-1,-2,-0.000909256542949444,0.0404454574686463,0,8.75999976415187E-05
1,-1,-1,-0.000909256542949444,0.0404454574686463,0,8.18999978946522E-05
1,-1,0,-0.000909256542949444,0.0404454574686463,0,8.09999910416082E-05
1,-1,1,-0.000909256542949444,0.0404454574686463,0,8.05000017862767E-05
1,-1,2,-0.000909256542949444,0.0404454574686463,0,8.37999978102744E-05
1,-1,3,-0.000909256542949444,0.0404454574686463,0,0.000100300007034093
2,-1,-3,-0.00361337000519957,0.0805668018886488,0,9.03000036487356E-05
2,-1,-2,-0.00361337000519957,0.0805668018886488,0,8.99000006029382E-05
2,-1,-1,-0.00361337000519957,0.0805668018886488,0,9.00999875739217E-05
2,-1,0,-0.00361337000519957,0.0805668018886488,0,8.90000083018094E-05
2,-1,1,-0.00361337000519957,0.0805668018886488,0,9.03000036487356E-05
2,-1,2,-0.00361337000519957,0.0805668018886488,0,0.000192299994523637
2,-1,3,-0.00361337000519957,0.0805668018886488,0,0.000174700006027706
3,-1,-3,-0.00804330662212892,0.120055225369055,0,0.00116230000276119
3,-1,-2,-0.00804330662212892,0.120055225369055,0,0.000100900011602789
3,-1,-1,-0.00804330662212892,0.120055225369055,0,0.000100000004749745
3,-1,0,-0.00804330662212892,0.120055225369055,0,9.61000041570514E-05
3,-1,1,-0.00804330662212892,0.120055225369055,0,9.33000119403005E-05
3,-1,2,-0.00804330662212892,0.120055225369055,0,9.19000012800098E-05
3,-1,3,-0.00804330662212892,0.120055225369055,0,9.23000043258071E-05
4,-1,-3,-0.0140901338110262,0.158630731540375,0,9.10000089788809E-05
4,-1,-2,-0.0140901338110262,0.158630731540375,0,9.31000104174018E-05
4,-1,-1,-0.0140901338110262,0.158630731540375,0,9.08000074559823E-05
4,-1,0,-0.0140901338110262,0.158630731540375,0,9.11999959498644E-05
4,-1,1,-0.0140901338110262,0.158630731540375,0,9.15999989956617E-05
4,-1,2,-0.0140901338110262,0.158630731540375,0,9.08999936655164E-05
4,-1,3,-0.0140901338110262,0.158630731540375,0,9.10000089788809E-05
5,-1,-3,-0.0216131582722817,0.196052432475612,0,9.57000011112541E-05
5,-1,-2,-0.0216131582722817,0.196052432475612,0,9.60999896051362E-05
5,-1,-1,-0.0216131582722817,0.196052432475612,0,0.000108799998997711
5,-1,0,-0.0216131582722817,0.196052432475612,0,0.000206299999263138
5,-1,1,-0.0216131582722817,0.196052432475612,0,0.000100799996289425
5,-1,2,-0.0216131582722817,0.196052432475612,0,9.76000010268763E-05
5,-1,3,-0.0216131582722817,0.196052432475612,0,9.67999949352816E-05
6,-1,-3,-0.0304495159559137,0.232124870917994,0,9.61000041570514E-05
6,-1,-2,-0.0304495159559137,0.232124870917994,0,9.67999949352816E-05
6,-1,-1,-0.0304495159559137,0.232124870917994,0,9.64000064413995E-05
6,-1,0,-0.0304495159559137,0.232124870917994,0,9.52999980654568E-05
6,-1,1,-0.0304495159559137,0.232124870917994,0,9.61999903665856E-05
6,-1,2,-0.0304495159559137,0.232124870917994,0,9.54999995883554E-05
6,-1,3,-0.0304495159559137,0.232124870917994,0,9.58000018727034E-05
7,-1,-3,-0.0404239725987347,0.266700305806085,0,9.64000064413995E-05
7,-1,-2,-0.0404239725987347,0.266700305806085,0,9.60999896051362E-05
7,-1,-1,-0.0404239725987347,0.266700305806085,0,9.5000010333024E-05
7,-1,0,-0.0404239725987347,0.266700305806085,0,9.65999934123829E-05
7,-1,1,-0.0404239725987347,0.266700305806085,0,9.59000026341528E-05
7,-1,2,-0.0404239725987347,0.266700305806085,0,9.63999918894842E-05
7,-1,3,-0.0404239725987347,0.266700305806085,0,9.51999973040074E-05
8,-1,-3,-0.0513579027045786,0.299677477795761,0,0.000106099992990494
8,-1,-2,-0.0513579027045786,0.299677477795761,0,9.76000010268763E-05
8,-1,-1,-0.0513579027045786,0.299677477795761,0,9.47999942582101E-05
8,-1,0,-0.0513579027045786,0.299677477795761,0,9.61000041570514E-05
8,-1,1,-0.0513579027045786,0.299677477795761,0,9.76000010268763E-05
8,-1,2,-0.0513579027045786,0.299677477795761,0,9.01000021258369E-05
8,-1,3,-0.0513579027045786,0.299677477795761,0,8.54999962029979E-05
9,-1,-3,-0.0630767607860293,0.330997721538374,0,8.43000016175211E-05
9,-1,-2,-0.0630767607860293,0.330997721538374,0,8.3999999333173E-05
9,-1,-1,-0.0630767607860293,0.330997721538374,0,8.37999978102744E-05
9,-1,0,-0.0630767607860293,0.330997721538374,0,8.34000093163922E-05
9,-1,1,-0.0630767607860293,0.330997721538374,0,8.3099992480129E-05
9,-1,2,-0.0630767607860293,0.330997721538374,0,8.43000016175211E-05
9,-1,3,-0.0630767607860293,0.330997721538374,0,8.51000077091157E-05
10,-1,-3,-0.0754157272865636,0.360639400500907,0,8.43000016175211E-05
10,-1,-2,-0.0754157272865636,0.360639400500907,0,8.51000077091157E-05
10,-1,-1,-0.0754157272865636,0.360639400500907,0,8.46000039018691E-05
10,-1,0,-0.0754157272865636,0.360639400500907,0,8.31999932415783E-05
10,-1,1,-0.0754157272865636,0.360639400500907,0,9.62000049185008E-05
10,-1,2,-0.0754157272865636,0.360639400500907,0,9.76000010268763E-05
10,-1,3,-0.0754157272865636,0.360639400500907,0,9.79999895207584E-05
12,-1,-3,-0.101364567514384,0.414947521957311,0,0.000103800004580989
12,-1,-2,-0.101364567514384,0.414947521957311,0,0.000114299997221679
12,-1,-1,-0.101364567514384,0.414947521957311,0,0.000105300001450814
12,-1,0,-0.101364567514384,0.414947521957311,0,0.000103500002296641
12,-1,1,-0.101364567514384,0.414947521957311,0,0.000101199999335222
12,-1,2,-0.101364567514384,0.414947521957311,0,9.85000078799203E-05
12,-1,3,-0.101364567514384,0.414947521957311,0,9.23000043258071E-05
14,-1,-3,-0.128186798585373,0.46293021301499,0,9.12000105017796E-05
14,-1,-2,-0.128186798585373,0.46293021301499,0,9.10999951884151E-05
14,-1,-1,-0.128186798585373,0.46293021301499,0,9.00000013643876E-05
14,-1,0,-0.128186798585373,0.46293021301499,0,9.05999913811684E-05
14,-1,1,-0.128186798585373,0.46293021301499,0,9.03000036487356E-05
14,-1,2,-0.128186798585373,0.46293021301499,0,0.000101400000858121
14,-1,3,-0.128186798585373,0.46293021301499,0,0.000102599995443597
16,-1,-3,-0.155121912574022,0.505130314743252,0,0.000103900005342439
16,-1,-2,-0.155121912574022,0.505130314743252,0,0.00010370000381954
16,-1,-1,-0.155121912574022,0.505130314743252,0,0.000104599996120669
16,-1,0,-0.155121912574022,0.505130314743252,0,0.000103400001535192
16,-1,1,-0.155121912574022,0.505130314743252,0,0.000102999998489395
16,-1,2,-0.155121912574022,0.505130314743252,0,0.00011860000086017
16,-1,3,-0.155121912574022,0.505130314743252,0,0.000107200001366436
18,-1,-3,-0.181637075451823,0.542175901930905,0,0.000113700007204898
18,-1,-2,-0.181637075451823,0.542175901930905,0,0.000103799990029074
18,-1,-1,-0.181637075451823,0.542175901930905,0,0.000103500002296641
18,-1,0,-0.181637075451823,0.542175901930905,0,0.000103300000773743
18,-1,1,-0.181637075451823,0.542175901930905,0,9.51999973040074E-05
18,-1,2,-0.181637075451823,0.542175901930905,0,9.15999989956617E-05
18,-1,3,-0.181637075451823,0.542175901930905,0,9.12000105017796E-05
20,-1,-3,-0.207381220437954,0.574699248475219,0,9.10999951884151E-05
20,-1,-2,-0.207381220437954,0.574699248475219,0,9.00000013643876E-05
20,-1,-1,-0.207381220437954,0.574699248475219,0,8.96999990800396E-05
20,-1,0,-0.207381220437954,0.574699248475219,0,8.91000090632588E-05
20,-1,1,-0.207381220437954,0.574699248475219,0,8.96999990800396E-05
20,-1,2,-0.207381220437954,0.574699248475219,0,8.95999983185902E-05
20,-1,3,-0.207381220437954,0.574699248475219,0,8.88000067789108E-05
0,0,-3,0,0,0,2.20000219997019E-06
0,0,-2,0,0,0,1.19999458547682E-06
0,0,-1,0,0,0,1.09999382402748E-06
0,0,0,0,0,0,1.09999382402748E-06
0,0,1,0,0,0,1.19999458547682E-06
0,0,2,0,0,0,1.09999382402748E-06
0,0,3,0,0,0,1.19999458547682E-06
0.5,0,-3,-0.000227687646753327,0.0202431697738159,0,6.97999930707738E-05
0.5,0,-2,-0.000227687646753327,0.0202431697738159,0,6.86999992467463E-05
0.5,0,-1,-0.000227687646753327,0.0202431697738159,0,6.81999954394996E-05
0.5,0,0,-0.000227687646753327,0.0202431697738159,0,6.83999969623983E-05
0.5,0,1,-0.000227687646753327,0.0202431697738159,0,6.74999901093543E-05
0.5,0,2,-0.000227687646753327,0.0202431697738159,0,6.8599998485297E-05
0.5,0,3,-0.000227687646753327,0.0202431697738159,0,6.78999931551516E-05
1,0,-3,-0.000909256542949444,0.0404454574686463,0,6.84999977238476E-05
1,0,-2,-0.000909256542949444,0.0404454574686463,0,6.88000000081956E-05
1,0,-1,-0.000909256542949444,0.0404454574686463,0,0.000150000007124618
1,0,0,-0.000909256542949444,0.0404454574686463,0,0.000114199996460229
1,0,1,-0.000909256542949444,0.0404454574686463,0,0.000106099992990494
1,0,2,-0.000909256542949444,0.0404454574686463,0,0.000212700004340149
1,0,3,-0.000909256542949444,0.0404454574686463,0,0.000102099991636351
2,0,-3,-0.00361337000519957,0.0805668018886488,0,0.000100899997050874
2,0,-2,-0.00361337000519957,0.0805668018886488,0,0.000110499997390434
2,0,-1,-0.00361337000519957,0.0805668018886488,0,9.97000024653971E-05
2,0,0,-0.00361337000519957,0.0805668018886488,0,9.79999895207584E-05
2,0,1,-0.00361337000519957,0.0805668018886488,0,9.94000001810491E-05
2,0,2,-0.00361337000519957,0.0805668018886488,0,9.8700009402819E-05
2,0,3,-0.00361337000519957,0.0805668018886488,0,9.9000011687167E-05
3,0,-3,-0.00804330662212892,0.120055225369055,0,9.9000011687167E-05
3,0,-2,-0.00804330662212892,0.120055225369055,0,9.7599986474961E-05
3,0,-1,-0.00804330662212892,0.120055225369055,0,9.8700009402819E-05
3,0,0,-0.00804330662212892,0.120055225369055,0,9.78999887593091E-05
3,0,1,-0.00804330662212892,0.120055225369055,0,9.8100004834123E-05
3,0,2,-0.00804330662212892,0.120055225369055,0,9.89999971352518E-05
3,0,3,-0.00804330662212892,0.120055225369055,0,9.96000017039478E-05
4,0,-3,-0.0140901338110262,0.158630731540375,0,9.73999995039776E-05
4,0,-2,-0.0140901338110262,0.158630731540375,0,0.000102100006188266
4,0,-1,-0.0140901338110262,0.158630731540375,0,9.81999910436571E-05
4,0,0,-0.0140901338110262,0.158630731540375,0,9.88000101642683E-05
4,0,1,-0.0140901338110262,0.158630731540375,0,9.83000063570216E-05
4,0,2,-0.0140901338110262,0.158630731540375,0,9.85999940894544E-05
