Ay,Ax,B,ux,uy,phi,t
0.5,-10,0,-0.00106354452798647,0.04281113669882,5.14958064191807E-05,0
0.5,-5,0,-0.000475936680582112,0.0286443860364996,2.30207554988507E-05,0
0.5,-4,0,-0.00041858608029836,0.0268637134212871,2.0244521743449E-05,0
0.5,-3,0,-0.000370998042986654,0.0252910455325271,1.79412964061932E-05,0
0.5,-2,0,-0.000331078686238096,0.0238920157371443,1.60095301881866E-05,0
0.5,-1,0,-0.000297266228916083,0.0226394191839523,1.43735062654321E-05,0
0.5,0,0,-0.000268376769075864,0.0215114428978313,1.29758449943733E-05,0
0.5,1,0,-0.000243499749157449,0.0204903951317494,1.17724261804374E-05,0
0.5,2,0,-0.000221925637895585,0.0195617773255621,1.072887787479E-05,0
0.5,3,0,-0.000203094971061437,0.0187135956925999,9.81810317273156E-06,0
0.5,4,0,-0.000186561839772152,0.0179358433226783,9.01850880795267E-06,0
0.5,5,0,-0.000171967331068049,0.0172201055384713,8.31271698338933E-06,0
0.5,10,0,-0.000119503894393768,0.0143553199580255,5.77593869516998E-06,0
1,-10,0,-0.00418334130062608,0.0848225049165552,0.000203500218750366,0
1,-5,0,-0.00189061559211168,0.0570642576830896,9.16617193044356E-05,0
1,-4,0,-0.00166428891919503,0.0535437085673052,8.06606647687778E-05,0
1,-3,0,-0.0014761626711873,0.0504298364996336,7.15219401687952E-05,0
1,-2,0,-0.00131812778601913,0.0476564275773212,6.38489017160657E-05,0
1,-1,0,-0.00118411118191885,0.0451708192179876,5.73448548117435E-05,0
1,0,0,-0.0010694936973361,0.0429306223407408,5.17843680049852E-05,0
1,1,0,-0.000970712710110388,0.040901345445452,4.69937266257229E-05,0
1,2,0,-0.000884985585362152,0.039054645504677,4.28373521860524E-05,0
1,3,0,-0.000810113830152328,0.0373670218789366,3.92081986547572E-05,0
1,4,0,-0.000744342182250196,0.0358188282484674,3.60208510199974E-05,0
1,5,0,-0.000686255741026068,0.034393516115514,3.32064924321414E-05,0
1,10,0,-0.000477244710468172,0.02868370803357,2.30840811315216E-05,0
2,-10,0,-0.0158903860676864,0.164725955345682,0.000785309696475876,0
2,-5,0,-0.00740267928656464,0.112723035601548,0.000361716688192883,0
2,-4,0,-0.00653478590745964,0.105937476890934,0.000318929939175486,0
2,-3,0,-0.00580941068803032,0.0999072396068936,0.000283244679277403,0
2,-2,0,-0.00519731286550736,0.0945153613084728,0.000253185777488448,0
2,-1,0,-0.00467630067438744,0.0896673240697116,0.000227638726311521,0
2,0,0,-0.00422930958673,0.0852860454895716,0.000205749764420372,0
2,1,0,-0.00384305788700094,0.0813081172998252,0.00018685653912523,0
2,2,0,-0.00350709202393731,0.0776809552168664,0.000170439188400864,0
2,3,0,-0.0032130991303919,0.0743606192855708,0.000156085306182992,0
2,4,0,-0.00295440535226424,0.071310131698738,0.000143464497027839,0
2,5,0,-0.00272560520251641,0.0684981669658732,0.000132309653145315,0
2,10,0,-0.00189977544341664,0.057202158481342,9.21071036191122E-05,0
3,-10,0,-0.0333000765476836,0.237204050075692,0.00168377412299113,0
3,-5,0,-0.0161542592859441,0.166074721298776,0.000798628655075442,0
3,-4,0,-0.0143166786790276,0.15643127788325,0.000706065264661761,0
3,-3,0,-0.012768911949893,0.147803188261569,0.000628440972648608,0
3,-2,0,-0.0114544613256834,0.140045118476412,0.000562762070277792,0
3,-1,0,-0.0103296169362555,0.133036757635133,0.000506734989767288,0
3,0,0,-0.00936022815131476,0.12667801853573,0.00045858249555557,0
3,1,0,-0.00851935823615972,0.120885194226142,0.000416912602972441,0
3,2,0,-0.00778556659457436,0.115587893103951,0.000380624030082585,0
3,3,0,-0.00714163946001088,0.110726596095052,0.000348837225448301,0
3,4,0,-0.0065736433802646,0.106250706156564,0.000320843495252084,0
3,5,0,-0.00607021295818624,0.102116985855937,0.000296067078857827,0
3,10,0,-0.0042449312435138,0.0854429946032448,0.000206514303818246,0
4,-10,0,-0.0544055866772884,0.301247536719043,0.00282878898885757,0
4,-5,0,-0.0276306602948896,0.21644276749883,0.00138675100399085,0
4,-4,0,-0.0246052937675348,0.204437471266083,0.0012300202854585,0
4,-3,0,-0.022033071444342,0.193607729233873,0.0010977227692381,0
4,-2,0,-0.0198313806348786,0.183802646164747,0.000985177113822359,0
4,-1,0,-0.0179347644975225,0.174893266370775,0.000888736772001253,0
4,0,0,-0.0162910500725892,0.16676945387757,0.000805536719017038,0
4,1,0,-0.0148583865136164,0.159337055105504,0.000733306742367184,0
4,2,0,-0.0136029823389141,0.152515417381892,0.000670233009335144,0
4,3,0,-0.0124973739372253,0.14623526691562,0.000614854727220581,0
4,4,0,-0.0115190960467054,0.140436917848141,0.00056598642545671,0
4,5,0,-0.0106496561989691,0.135068771958794,0.000522659054311488,0
4,10,0,-0.00747898416953552,0.113299854813066,0.000365483175162953,0
5,-10,0,-0.0774904360446172,0.356971253446937,0.00415652780306326,0
5,-5,0,-0.0412605690455792,0.263399331345052,0.00210825736475358,0
5,-4,0,-0.0369396624097462,0.249554345171707,0.0018767624823924,0
5,-3,0,-0.0332276694194234,0.23695123922777,0.00167995317601958,0
5,-2,0,-0.0300222725449532,0.225451864763342,0.00151151830781573,0
5,-1,0,-0.0272401692152965,0.214933360468228,0.00136645261810286,0
5,0,0,-0.0248134178896324,0.205287303507554,0.00124076315828351,0
5,1,0,-0.0226864414417639,0.19641844451328,0.00113124463254198,0
5,2,0,-0.0208136068715838,0.188243299937821,0.00103530752892,0
5,3,0,-0.0191572873149373,0.180688754750386,0.000950846381044959,0
5,4,0,-0.0176863169370785,0.17369075464537,0.000876138440946357,0
5,5,0,-0.0163747608325576,0.167193123162722,0.000809765394423943,0
5,10,0,-0.0115583794002396,0.140674495484978,0.000567946371744609,0
6,-10,0,-0.101292127034614,0.405104036753224,0.00561549322567215,0
6,-5,0,-0.0564815606711104,0.306745708680073,0.00294487556006594,0
6,-4,0,-0.0508517188774548,0.291559672646117,0.0026315295835664,0
6,-3,0,-0.0459627758912932,0.277604831412636,0.00236315896755645,0
6,-2,0,-0.0417015046239528,0.264767417517139,0.00213202738081566,0
6,-1,0,-0.0379729733753148,0.252941077065761,0.00193188640659401,0
6,0,0,-0.0346977867487201,0.242028100732238,0.00175767226089386,0
6,1,0,-0.0318095811470565,0.23193976108581,0.00160526431255507,0
6,2,0,-0.0292528419751728,0.222596109884503,0.00147129404162135,0
6,3,0,-0.0269810483563881,0.213925471883896,0.00135299435834887,0
6,4,0,-0.0249551209425423,0.205863788136982,0.00124808083113472,0
6,5,0,-0.0231421360554626,0.198353904376991,0.00115465796577815,0
6,10,0,-0.0164312702644978,0.16747849328165,0.000812620502666411,0
7,-10,0,-0.124970182456938,0.446603526170984,0.0071667345414618,0
7,-5,0,-0.072784629155522,0.346467527661904,0.00387915854441474,0
7,-4,0,-0.0659031172904408,0.330384120824642,0.00347982941676908,0
7,-3,0,-0.059862502403318,0.315465229813748,0.00313530526467842,0
7,-2,0,-0.0545473536737268,0.30162665525166,0.002836696235839,0
7,-1,0,-0.0498578671212992,0.288784303965475,0.00257669457128076,0
7,0,0,-0.0457083277526284,0.276856876229515,0.0023492853408867,0
7,1,0,-0.0420254233425268,0.265767473996777,0.00214950664291929,0
7,2,0,-0.0387465874125704,0.255444453693364,0.00197325324686703,0
7,3,0,-0.0358184652765343,0.245821768859698,0.00181711706886876,0
7,4,0,-0.0331955446384881,0.236838981282026,0.00167825817049333,0
7,5,0,-0.0308389612832789,0.228441066753135,0.00155430067840578,0
7,10,0,-0.0220392407433396,0.193634470151349,0.00109803902809327,0
8,-10,0,-0.148006599616133,0.482437510369148,0.00878169089339943,0
8,-5,0,-0.0897370283116216,0.382682377801772,0.00489524419442026,0
8,-4,0,-0.0817074632167572,0.366075726150456,0.00440811362738523,0
8,-3,0,-0.0745851097020272,0.350531116111954,0.00398486558798694,0
8,-2,0,-0.0682594559434328,0.33599418846125,0.0036157363352891,0
8,-1,0,-0.062631862729546,0.322404923470676,0.00329256645178715,0
8,0,0,-0.0576152502802632,0.309701069713334,0.00300853999081592,0
8,1,0,-0.0531333313518692,0.297820547223724,0.00275795941583465,0
8,2,0,-0.049119619730276,0.286703056395145,0.00253605489071107,0
8,3,0,-0.0455163628042204,0.276291093350885,0.00233882467995889,0
8,4,0,-0.0422734889148484,0.266530535032478,0.00216290270792333,0
8,5,0,-0.0393476204711003,0.257370921048156,0.00200544925702498,0
8,10,0,-0.028319105326035,0.219076824874786,0.0014225873829262,0
9,-10,0,-0.170106500254032,0.513484779425292,0.0104396510424851,0
9,-5,0,-0.106988244943678,0.41559172296678,0.00597919105854082,0
9,-4,0,-0.0979398380883964,0.398764177160205,0.00540414950429846,0
9,-3,0,-0.0898338252219796,0.382877132207599,0.00490118239176737,0
9,-2,0,-0.0825696030577764,0.367903269432277,0.00445990527754451,0
9,-1,0,-0.076054371833734,0.353805667591602,0.00407150863345271,0
9,0,0,-0.0702038454206608,0.340541377708502,0.00372853169029042,0
9,1,0,-0.0649423323188024,0.328064164700788,0.00342465954143456,0
9,2,0,-0.06020241622107,0.316326540889809,0.00315454536798299,0
9,3,0,-0.0559244033197408,0.305281224205011,0.00291365727821678,0
9,4,0,-0.0520556528122752,0.294882144772219,0.00269814793152551,0
9,5,0,-0.0485498680170236,0.285085106731142,0.00250474449596888,0
9,10,0,-0.035204684340437,0.24375199200568,0.00178453854299281,0
10,-10,0,-0.191120850087455,0.540503004321688,0.0121255890294365,1
10,-5,0,-0.124265351702392,0.445442550885784,0.00711902244382361,2
10,-4,0,-0.114337235180913,0.428629963789988,0.00645715973263179,3
10,-3,0,-0.105360297828619,0.412629727259872,0.00587465067959306,4
10,-2,0,-0.097246783308168,0.397437263094394,0.00536070234511609,5
10,-1,0,-0.0899128939581312,0.383036125743584,0.00490603419569691,6
10,0,0,-0.0832802400339712,0.369401322434731,0.00450268741842003,7
10,1,0,-0.0772766010154732,0.356502040984916,0.00414384716275798,8
10,2,0,-0.07183619446833,0.344303820074318,0.00382368165777274,9
10,3,0,-0.0668996100952168,0.332770227232126,0.0035371996552229,10
10,4,0,-0.0624135297094568,0.32186412123094,0.00328012604672725,11
10,5,0,-0.058330321725882,0.311548575260692,0.0030487945574296,12
10,10,0,-0.0426284693206208,0.26761827846138,0.00218208747467389,13
12,-10,0,-0.229719915033542,0.584889691722756,0.015540360097195,14
12,-5,0,-0.158131956936439,0.497027523045036,0.00952741884535013,15
12,-4,0,-0.146851995620326,0.480731859422072,0.00869809356577414,16
12,-3,0,-0.136483087293594,0.465003098593312,0.00796011885161715,17
12,-2,0,-0.126965802882166,0.449868297555176,0.00730235446882869,18
12,-1,0,-0.118238670485749,0.435341740454456,0.00671500085627125,19
12,0,0,-0.110240306015924,0.421427240480588,0.0061894714428836,20
12,1,0,-0.102910953441796,0.408120267185672,0.00571826379302514,21
12,2,0,-0.0961935360050796,0.395409835241636,0.00529483532209535,22
12,3,0,-0.0900343185867028,0.383280128893479,0.004913487095931,23
12,4,0,-0.0843832720562764,0.371711862764147,0.00456925760276446,24
12,5,0,-0.07919421722294,0.360683396162025,0.00425782724848617,25
12,10,0,-0.0588227111692496,0.312813432949056,0.00307655774825611,26
14,-10,0,-0.263887377221034,0.619485653829176,0.0189679481987625,27
14,-5,0,-0.190299319768234,0.53948788701534,0.0120575362649972,28
14,-4,0,-0.178145302170059,0.524086521935928,0.0110713775812895,29
14,-3,0,-0.16681660258148,0.50904495370646,0.0101856534691773,30
14,-2,0,-0.156279685347448,0.494406501172424,0.00938928231589804,31
14,-1,0,-0.146495448691003,0.48020335039094,0.00867233679616059,32
14,0,0,-0.137421339481193,0.466457841673796,0.00802596539079774,33
14,1,0,-0.129013068232074,0.453183815062284,0.00744230448444096,34
14,2,0,-0.121225954099979,0.44038793369978,0.00691438728303274,35
14,3,0,-0.114015943097142,0.428070929664476,0.0064360538416974,36
14,4,0,-0.107340348390818,0.416228738128652,0.00600186501365624,37
14,5,0,-0.101158361719594,0.404853502523008,0.00560702203077208,38
14,10,0,-0.0763863232988792,0.354540442282907,0.00409113172895414,39
16,-10,0,-0.294043805371056,0.646945756628536,0.0223752338967028,40
16,-5,0,-0.220298071198713,0.57461674893758,0.0146654994111536,41
16,-4,0,-0.207647883028154,0.56027249272096,0.0135340421746096,42
16,-3,0,-0.195718524491847,0.546125933879904,0.0125098010252605,43
16,-2,0,-0.184497165642212,0.532226479416868,0.0115819874505305,44
16,-1,0,-0.173963781667814,0.518614771725664,0.010740787828988,45
16,0,0,-0.16409295954132,0.505323252220312,0.00997732377405403,46
16,1,0,-0.154855470472345,0.492376870807324,0.00928359747224159,47
16,2,0,-0.146219601010278,0.479793876956476,0.00865242857616551,48
16,3,0,-0.138152250579398,0.467586640292232,0.00807738737092146,49
16,4,0,-0.130619813140018,0.455762460930152,0.00755272752275817,50
16,5,0,-0.123588866403578,0.444324341136548,0.00707332065338044,51
16,10,0,-0.0948545055530096,0.392813035007083,0.00521137436874115,52
18,-10,0,-0.320684071160191,0.669098810520664,0.0257423142383806,53
18,-5,0,-0.247986593755749,0.603879486753396,0.0173205382035949,54
18,-4,0,-0.235123828562174,0.5906315645996,0.0160551392405711,55
18,-3,0,-0.222874437107487,0.577459658885876,0.0149019265447861,56
18,-2,0,-0.211241003744737,0.564413392499744,0.0138505469386589,57
18,-1,0,-0.200218465196162,0.551535874885792,0.0128914527061224,58
18,0,0,-0.189795548167223,0.5388638265225,0.0120158946035136,59
18,1,0,-0.179956086750682,0.52642786064016,0.0112158953071457,60
18,2,0,-0.170680198202871,0.514252878828944,0.0104842102368683,61
18,3,0,-0.161945307866914,0.502358541713948,0.00981428088087125,62
18,4,0,-0.153727023324024,0.490759781582804,0.00920018433945936,63
18,5,0,-0.145999864529345,0.47946733001214,0.00863658172965195,64
18,10,0,-0.113828803136581,0.427744864354272,0.00642376940683191,65
20,-10,0,-0.344280198156728,0.687227249812144,0.029056637497057,66
20,-5,0,-0.273399727887836,0.628438456758552,0.0200007196910425,67
20,-4,0,-0.26053071463684,0.6162592705471,0.0186121538165915,68
20,-3,0,-0.24817284858176,0.604067117223296,0.0173392902508048,69
20,-2,0,-0.236339689094438,0.59190880990028,0.0161723067746172,70
20,-1,0,-0.225037337177149,0.579826501599888,0.015102024794037,71
20,0,0,-0.214265538693166,0.567857570908584,0.0141199315124594,72
20,1,0,-0.204018738406481,0.556034646615768,0.0132181784773319,73
20,2,0,-0.19428705997368,0.544385744184592,0.0123895638082888,74
20,3,0,-0.185057196153636,0.532934487783704,0.0116275036295752,75
20,4,0,-0.176313201160001,0.521700393884428,0.0109259968292934,76
20,5,0,-0.168037182897688,0.510699195184848,0.0102795861585116,77
20,10,0,-0.132981648399354,0.459516282332124,0.00771598906702497,78
